,id_indicador,id_medico,score,pontuacao,pontuacao_arredondada,nome_indicador
67,308,unidade,,1.4166666666666667,1.0,2015.308.01 FL - Proporção grávidas com ecografia 2º trimestre
68,309,unidade,,1.25,1.0,2015.309.01 FL - Proporção grávidas com ecografia 3º trimestre
69,310,unidade,,1.25,1.0,2015.310.01 FL - Índice realização exames laborat. 1º trim. grav.
70,311,unidade,,1.3333333333333333,1.0,2015.311.01 FL - Índice realização exames laborat. 2º trim. grav.
71,312,unidade,,1.75,2.0,2015.312.01 FL - Índice realização exames laborat. 3º trim. grav.
72,313,unidade,,0.6666666666666666,1.0,"2015.313.01 FL - Proporção DM < 75A c/ última HbA1c > 8,0%"
73,314,unidade,,0.6666666666666666,1.0,2015.314.01 FL - Proporção DM com PA >= 140/90 mmHg
74,315,unidade,,1.6666666666666667,2.0,2015.315.01 FL - Proporção DM com C-LDL < 100 mg/dl
75,316,unidade,,1.0833333333333333,1.0,"2015.316.01 FL - Proporção hipert. [18; 65[A, com PA < 140/90"
76,330,unidade,,0.5,0.0,2017.330.01 FL - Índice de utilização anual de consultas médicas
77,331,unidade,,0.0,0.0,2017.331.01 FL - Índice de utilização anual de consultas enferm.
78,335,unidade,,2.0,2.0,2017.335.01 FL - Prop. cons. ind. receit. c/ resposta 3 dias úteis
79,342,unidade,,1.0,1.0,2017.342.01 FL - Proporção consul. méd. inic. ut. <= 15 dias úteis
80,344,unidade,,1.4166666666666667,1.0,2017.344.01 FL - Propor. consultas médicas realiz. no dia agendam.
81,345,unidade,,2.0,2.0,2017.345.01 FL - Propor. consul. enfer. realiz. no dia do agendam.
82,346,unidade,,1.6666666666666667,2.0,2017.346.01 FL - Propor. consul. realiz. intervalo [8; 11[h (Q1)
83,347,unidade,,0.5833333333333334,1.0,2017.347.01 FL - Propor. consul. realiz. intervalo [11; 14[h (Q2)
84,348,unidade,,1.5833333333333333,2.0,2017.348.01 FL - Propor. consul. realiz. intervalo [14; 17[ (Q3)
85,349,unidade,,0.08333333333333333,0.0,2017.349.01 FL - Propor. consul. realiz. intervalo [17; 20]h (Q4)
86,350,unidade,,0.0,0.0,2017.350.01 FL - Custo c/ terapêut. do doente c/ Diabetes Mellitus
87,351,unidade,,0.0,0.0,2017.351.01 FL - Custo c/ terap. doente c/ Diab. Mell. controlado
88,352,unidade,,1.1666666666666667,1.0,2017.352.01 FL - Custo c/ terapêut. do doente c/ HTA
89,353,unidade,,0.8333333333333334,1.0,2017.353.01 FL - Custo c/ terapêut. do doente c/ HTA controlada
90,375,unidade,,1.6666666666666667,2.0,"2017.375.01 FL - Proporção de RN de termo, de baixo peso"
91,395,unidade,,0.3333333333333333,0.0,"2018.395.01 FL - Prop. uten. >= 15 anos, c/ reg. hábit. tabág. 3A"
92,397,unidade,,0.5,0.0,2018.397.01 FL - Prop. fumador c/ int. breve ou muito breve 1 ano
93,398,unidade,,0.18181818181818182,0.0,2018.398.01 FL - Prop. gráv. fumad. c/ int. breve ou mt. breve 1ºT
94,404,unidade,,0.08333333333333333,0.0,2018.404.01 FL - Incidência anual de pessoas em abstin. tabág. 12M
95,405,unidade,,0.5833333333333334,1.0,"2018.405.01 FL - Propor. cons. médic. ""do dia"" efet. UF diferente"
96,427,unidade,,0.5,0.0,2019.427.01 FL - Proporção de grávidas com parto por cesariana
0,1,32270,0+,0.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
1,1,34306,2,2.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
2,1,35968,0+,0.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
3,1,36082,2,2.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
4,1,36147,2,2.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
5,1,36162,0+,0.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
6,1,38123,2,2.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
7,1,41375,1+,1.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
8,1,43090,1+,1.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
9,1,44258,2,2.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
10,1,48486,0+,0.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
11,1,54537,2,2.0,,2013.001.01 FL - Proporção de consultas realizadas pelo MF
12,2,32270,1-,1.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
13,2,34306,1-,1.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
14,2,35968,1-,1.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
15,2,36082,1-,1.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
16,2,36147,1-,1.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
17,2,36162,0-,0.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
18,2,38123,0-,0.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
19,2,41375,1-,1.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
20,2,43090,1-,1.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
21,2,44258,1-,1.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
22,2,48486,1-,1.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
23,2,54537,2,2.0,,2013.002.01 FL - Taxa de utilização global de consultas médicas
24,3,32270,1-,1.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
25,3,34306,0-,0.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
26,3,35968,0-,0.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
27,3,36082,1-,1.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
28,3,36147,0-,0.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
29,3,36162,0-,0.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
30,3,38123,0-,0.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
31,3,41375,0-,0.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
32,3,43090,0-,0.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
33,3,44258,0-,0.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
34,3,48486,0-,0.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
35,3,54537,2,2.0,,2013.003.01 FL - Taxa de domicílios médicos por 1.000 inscritos
37,5,32270,1-,1.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
38,5,34306,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
39,5,35968,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
40,5,36082,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
41,5,36147,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
42,5,36162,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
43,5,38123,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
44,5,41375,2,2.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
45,5,43090,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
46,5,44258,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
47,5,48486,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
48,5,54537,0-,0.0,,2013.005.01 FL - Proporção de consultas realizadas pelo EF
49,6,32270,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
50,6,34306,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
51,6,35968,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
52,6,36082,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
53,6,36147,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
54,6,36162,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
55,6,38123,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
56,6,41375,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
57,6,43090,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
58,6,44258,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
59,6,48486,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
60,6,54537,1-,1.0,,2013.006.01 FL - Taxa de utilização de consultas médicas - 3 anos
61,8,32270,1-,1.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
62,8,34306,1-,1.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
63,8,35968,0-,0.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
64,8,36082,1-,1.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
65,8,36147,1-,1.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
66,8,36162,1-,1.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
67,8,38123,0-,0.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
68,8,41375,1-,1.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
69,8,43090,1-,1.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
70,8,44258,0-,0.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
71,8,48486,1-,1.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
72,8,54537,1-,1.0,,2013.008.01 FL - Taxa de utilização de consultas de PF (méd./enf.)
73,9,32270,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
74,9,34306,0-,0.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
75,9,35968,0-,0.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
76,9,36082,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
77,9,36147,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
78,9,36162,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
79,9,38123,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
80,9,41375,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
81,9,43090,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
82,9,44258,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
83,9,48486,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
84,9,54537,1-,1.0,,2013.009.01 FL - Taxa de utilização de consultas de PF (enf.)
85,10,32270,0-,0.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
86,10,34306,1-,1.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
87,10,35968,0-,0.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
88,10,36082,1-,1.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
89,10,36147,1-,1.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
90,10,36162,1-,1.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
91,10,38123,0-,0.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
92,10,41375,1-,1.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
93,10,43090,1-,1.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
94,10,44258,0-,0.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
95,10,48486,1-,1.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
96,10,54537,1-,1.0,,2013.010.01 FL - Taxa de utilização de consultas de PF (méd.)
97,11,32270,2,2.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
98,11,34306,1-,1.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
99,11,35968,0-,0.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
100,11,36082,1-,1.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
101,11,36147,1-,1.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
102,11,36162,2,2.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
103,11,38123,0-,0.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
104,11,41375,2,2.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
105,11,43090,2,2.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
106,11,44258,0-,0.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
107,11,48486,1-,1.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
108,11,54537,0-,0.0,,2013.011.01 FL - Proporção gráv. c/ consulta méd. vigil. 1º trim.
109,14,32270,1-,1.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
110,14,34306,2,2.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
111,14,35968,1-,1.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
112,14,36082,0-,0.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
113,14,36147,0-,0.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
114,14,36162,1-,1.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
115,14,38123,0-,0.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
116,14,41375,0-,0.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
117,14,43090,0-,0.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
118,14,44258,0-,0.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
119,14,48486,2,2.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
120,14,54537,2,2.0,,2013.014.01 FL - Proporção RN c/ cons. méd. vigil. até 28 dias vida
121,15,32270,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
122,15,34306,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
123,15,35968,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
124,15,36082,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
125,15,36147,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
126,15,36162,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
127,15,38123,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
128,15,41375,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
129,15,43090,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
130,15,44258,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
131,15,48486,0-,0.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
132,15,54537,1-,1.0,,2013.015.01 FL - Proporção RN c/ domicílio enf. até 15º dia de vida
133,16,32270,1-,1.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
134,16,34306,2,2.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
135,16,35968,1-,1.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
136,16,36082,0-,0.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
137,16,36147,1-,1.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
138,16,36162,0-,0.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
139,16,38123,1-,1.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
140,16,41375,1-,1.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
141,16,43090,1-,1.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
142,16,44258,1-,1.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
143,16,48486,1-,1.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
144,16,54537,2,2.0,,2013.016.01 FL - Proporção crianças c/ 6+ cons. méd. vigil. 1º ano
145,17,32270,0-,0.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
146,17,34306,0-,0.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
147,17,35968,1-,1.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
148,17,36082,1-,1.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
149,17,36147,0-,0.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
150,17,36162,0-,0.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
151,17,38123,0-,0.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
152,17,41375,1-,1.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
153,17,43090,2,2.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
154,17,44258,1-,1.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
155,17,48486,1-,1.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
156,17,54537,1-,1.0,,2013.017.01 FL - Proporção crianças c/ 3+ cons. méd. vigil. 2º ano
157,18,32270,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
158,18,34306,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
159,18,35968,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
160,18,36082,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
161,18,36147,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
162,18,36162,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
163,18,38123,0-,0.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
164,18,41375,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
165,18,43090,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
166,18,44258,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
167,18,48486,1-,1.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
168,18,54537,2,2.0,,2013.018.01 FL - Proporção de hipertensos com IMC (12 meses)
169,19,32270,1-,1.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
170,19,34306,1-,1.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
171,19,35968,0-,0.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
172,19,36082,0-,0.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
173,19,36147,1-,1.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
174,19,36162,0-,0.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
175,19,38123,0-,0.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
176,19,41375,0-,0.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
177,19,43090,0-,0.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
178,19,44258,0-,0.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
179,19,48486,0-,0.0,,2013.019.01 FL - Proporção de hipertensos com PA em cada semestre
